farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,Water_Needed,Heat_Stress,Soil_Health,Water_Amount_Liters,Recommended_Fertilizer,Irrigation_Time,Rain_Impact,Farm_Efficiency
FARM19780,South India,Maize,33.51,7.32,16.34,107.83,61.98,9.94,Drip,Mixed,9.6,2024-03-21,2024-08-04,130.7,3970.3,SEN19780,2026-04-04 03:00:00,32.09,88.68,0.82,,0,Low,Average,20,Organic Compost,Afternoon,High,Good
FARM19781,East Africa,Wheat,35.92,6.53,16.18,74.72,51.96,6.05,Sprinkler,Inorganic,8.65,2024-01-27,2024-05-24,117.51,5650.66,SEN19781,2026-04-04 04:00:00,20.54,78.01,0.49,Severe,0,Low,Average,10,Bio-Fertilizer,Afternoon,High,Good
FARM19782,South India,Maize,44.08,7.54,28.15,237.87,43.57,8.67,Sprinkler,Organic,33.28,2024-02-13,2024-06-27,138.28,5405.3,SEN19782,2026-04-04 05:00:00,10.6,88.88,0.64,,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM19783,Central USA,Wheat,44.82,6.44,24.0,275.94,59.07,7.28,,Organic,34.7,2024-02-20,2024-05-31,103.05,3756.66,SEN19783,2026-04-04 06:00:00,12.45,80.41,0.9,Mild,0,Low,Average,10,Organic Compost,Evening,High,Good
FARM19784,Central USA,Wheat,11.06,6.22,16.47,245.35,39.38,4.59,,Mixed,30.55,2024-02-25,2024-05-30,95.85,2831.28,SEN19784,2026-04-04 07:00:00,12.51,82.45,0.77,,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM19785,Central USA,Maize,13.24,6.12,34.4,189.98,71.24,5.43,Sprinkler,Organic,31.0,2024-02-21,2024-07-04,133.14,4201.25,SEN19785,2026-04-04 08:00:00,30.92,85.76,0.44,,1,Medium,Poor,30,NPK,Early Morning,High,Average
FARM19786,Central USA,Rice,48.21,5.69,24.3,230.55,88.3,5.08,Sprinkler,Mixed,20.61,2024-01-13,2024-05-06,112.51,4699.1,SEN19786,2026-04-04 09:00:00,23.33,89.24,0.97,,0,Low,Good,10,Lime+Organic,Evening,High,Good
FARM19787,Central USA,Cotton,22.24,7.54,25.81,142.46,60.71,4.95,,Mixed,9.44,2024-03-15,2024-07-30,134.4,6124.49,SEN19787,2026-04-04 10:00:00,17.16,86.38,0.9,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM19788,South India,Maize,28.23,7.17,17.63,126.79,68.7,8.44,Sprinkler,Organic,9.55,2024-01-21,2024-06-04,135.0,5872.82,SEN19788,2026-04-04 11:00:00,27.27,89.8,0.37,Mild,0,Low,Poor,20,NPK,Afternoon,High,Good
FARM19789,Central USA,Rice,7.18,5.77,30.81,170.79,36.32,5.71,Drip,Inorganic,38.81,2024-03-20,2024-07-18,127.78,2864.95,SEN19789,2026-04-04 12:00:00,14.92,82.79,0.93,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19790,South USA,Maize,23.93,7.34,31.76,277.58,50.96,9.15,Drip,Organic,12.23,2024-03-20,2024-07-05,109.65,4407.5,SEN19790,2026-04-04 13:00:00,15.88,74.56,0.77,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19791,East Africa,Rice,5.74,6.59,25.14,120.92,82.42,9.71,Sprinkler,Inorganic,26.79,2024-03-23,2024-07-18,115.54,3261.46,SEN19791,2026-04-04 14:00:00,12.76,71.11,0.84,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM19792,South India,Cotton,45.51,7.6,17.27,107.65,37.62,8.28,Drip,Inorganic,25.27,2024-01-19,2024-06-08,143.35,4627.94,SEN19792,2026-04-04 15:00:00,31.01,74.45,0.61,Moderate,0,Low,Good,10,Organic Compost,Afternoon,High,Good
FARM19793,South India,Maize,28.7,6.99,31.62,167.72,88.8,9.3,Sprinkler,Inorganic,6.67,2024-03-24,2024-06-29,91.3,2769.75,SEN19793,2026-04-04 16:00:00,28.55,85.21,0.82,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19794,East Africa,Soybean,43.89,6.57,27.09,261.27,96.77,5.59,Manual,Mixed,50.27,2024-01-07,2024-06-02,140.32,5797.18,SEN19794,2026-04-04 17:00:00,12.03,87.81,0.42,,0,Low,Average,10,NPK,Evening,High,Good
FARM19795,North India,Cotton,34.03,6.48,15.11,232.73,45.11,8.65,Sprinkler,Organic,11.93,2024-01-05,2024-04-29,115.14,3741.42,SEN19795,2026-04-04 18:00:00,32.36,73.01,0.45,Severe,1,Low,Average,20,Bio-Fertilizer,Afternoon,High,Average
FARM19796,South USA,Soybean,25.86,6.48,19.75,150.11,83.61,9.96,Sprinkler,Organic,24.42,2024-02-25,2024-06-22,125.98,4573.25,SEN19796,2026-04-04 19:00:00,31.53,76.38,0.75,Severe,1,Low,Poor,20,Bio-Fertilizer,Afternoon,High,Good
FARM19797,South India,Maize,13.59,7.73,17.53,293.03,83.57,5.41,Drip,Inorganic,23.34,2024-02-05,2024-05-15,115.16,4215.82,SEN19797,2026-04-04 20:00:00,10.46,79.26,0.78,,1,Low,Poor,30,Organic Compost,Afternoon,High,Average
FARM19798,South India,Wheat,32.53,7.09,29.44,140.8,42.83,7.8,Drip,Inorganic,24.85,2024-03-22,2024-06-25,96.19,2536.55,SEN19798,2026-04-04 21:00:00,20.08,81.91,0.37,Mild,0,Low,Average,20,NPK,Evening,High,Average
FARM19799,South India,Soybean,46.09,7.1,19.15,264.18,80.42,5.23,Manual,Mixed,33.6,2024-03-01,2024-07-14,131.07,4771.8,SEN19799,2026-04-04 22:00:00,24.07,73.63,0.83,Severe,0,Low,Good,10,Bio-Fertilizer,Afternoon,High,Good
FARM19800,South USA,Wheat,25.24,6.53,17.79,285.02,82.96,7.77,,Organic,36.13,2024-01-24,2024-06-04,129.36,5705.01,SEN19800,2026-04-04 23:00:00,24.95,76.07,0.83,,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
FARM19801,East Africa,Cotton,10.84,7.02,16.69,237.53,69.95,9.13,,Mixed,35.74,2024-03-05,2024-07-04,121.17,5887.22,SEN19801,2026-04-05 00:00:00,22.9,81.94,0.84,Severe,1,Low,Poor,30,Bio-Fertilizer,Afternoon,High,Good
FARM19802,North India,Wheat,37.32,6.0,29.65,275.38,34.39,6.04,Drip,Mixed,7.36,2024-03-22,2024-08-04,133.58,5522.75,SEN19802,2026-04-05 01:00:00,28.58,78.42,0.41,Mild,0,Low,Average,10,NPK,Evening,High,Good
FARM19803,North India,Maize,39.5,6.23,31.0,103.86,42.42,6.06,,Mixed,30.72,2024-02-19,2024-07-14,141.12,2978.22,SEN19803,2026-04-05 02:00:00,11.88,88.5,0.72,Mild,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM19804,East Africa,Soybean,22.5,7.4,29.65,287.64,76.74,6.63,Manual,Mixed,1.89,2024-02-21,2024-06-06,97.65,5052.9,SEN19804,2026-04-05 03:00:00,14.89,80.97,0.88,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19805,South USA,Cotton,25.69,6.45,31.28,159.37,45.85,6.57,Manual,Inorganic,10.05,2024-03-05,2024-06-11,106.61,1984.31,SEN19805,2026-04-05 04:00:00,10.37,84.54,0.6,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19806,North India,Soybean,41.85,6.57,21.08,280.25,71.85,6.05,,Mixed,33.43,2024-01-17,2024-04-28,112.0,3387.73,SEN19806,2026-04-05 05:00:00,15.92,85.33,0.76,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM19807,South USA,Cotton,41.29,7.06,31.8,185.2,46.28,9.92,Manual,Inorganic,31.61,2024-02-10,2024-06-03,116.21,4169.95,SEN19807,2026-04-05 06:00:00,11.93,72.87,0.61,Mild,1,Low,Average,10,Organic Compost,Evening,High,Good
FARM19808,South USA,Cotton,40.59,6.05,21.08,210.21,38.55,11.28,Drip,Inorganic,24.9,2024-02-07,2024-05-30,116.15,5538.95,SEN19808,2026-04-05 07:00:00,26.36,89.1,0.38,Severe,1,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM19809,South USA,Cotton,24.07,7.17,27.32,65.01,51.45,5.9,,Organic,29.23,2024-02-11,2024-06-23,133.06,3093.16,SEN19809,2026-04-05 08:00:00,25.72,89.12,0.29,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM19810,East Africa,Maize,24.16,6.81,24.2,285.14,65.08,7.93,Drip,Mixed,26.4,2024-03-03,2024-06-10,103.09,4892.52,SEN19810,2026-04-05 09:00:00,34.35,89.75,0.76,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM19811,South USA,Soybean,23.75,6.65,27.62,86.83,57.63,6.25,Sprinkler,Inorganic,9.69,2024-02-04,2024-05-26,105.32,5346.98,SEN19811,2026-04-05 10:00:00,16.42,70.37,0.59,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19812,East Africa,Maize,25.48,6.01,23.86,253.35,78.34,8.94,Sprinkler,Inorganic,17.14,2024-02-19,2024-06-13,117.99,5308.76,SEN19812,2026-04-05 11:00:00,28.86,71.84,0.84,,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19813,South USA,Rice,36.1,5.05,30.57,265.46,36.66,7.89,Drip,Organic,49.14,2024-01-06,2024-05-01,116.44,3994.1,SEN19813,2026-04-05 12:00:00,31.55,88.02,0.44,,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM19814,South India,Wheat,15.74,7.34,21.04,212.15,69.98,10.31,Sprinkler,Inorganic,26.13,2024-01-20,2024-06-05,134.65,5313.75,SEN19814,2026-04-05 13:00:00,19.66,88.8,0.66,,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM19815,North India,Wheat,32.41,7.34,18.9,83.23,95.92,4.13,,Inorganic,18.89,2024-02-16,2024-06-29,128.63,5998.86,SEN19815,2026-04-05 14:00:00,13.13,88.83,0.9,Severe,0,Low,Average,20,Bio-Fertilizer,Afternoon,High,Good
FARM19816,South India,Maize,32.5,7.51,17.95,63.75,62.06,7.3,Manual,Organic,7.94,2024-03-04,2024-06-30,114.32,3183.51,SEN19816,2026-04-05 15:00:00,10.18,76.81,0.47,Mild,0,Low,Average,20,NPK,Afternoon,High,Average
FARM19817,East Africa,Cotton,13.94,6.08,20.95,231.69,53.84,8.99,Sprinkler,Organic,32.46,2024-02-10,2024-07-01,141.8,3038.8,SEN19817,2026-04-05 16:00:00,21.26,85.82,0.59,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM19818,Central USA,Rice,6.23,5.99,23.85,163.92,66.31,5.67,Sprinkler,Organic,47.2,2024-02-18,2024-07-04,136.11,3863.34,SEN19818,2026-04-05 17:00:00,21.78,85.85,0.36,,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19819,South USA,Maize,1.27,6.26,32.26,48.86,45.74,5.17,Sprinkler,Mixed,14.12,2024-03-07,2024-06-20,94.8,4036.57,SEN19819,2026-04-05 18:00:00,34.03,76.93,0.75,Mild,1,Medium,Poor,30,Organic Compost,Evening,High,Average
FARM19820,South India,Rice,42.33,7.49,24.66,260.47,84.42,8.23,,Inorganic,12.51,2024-02-03,2024-06-06,121.82,3466.53,SEN19820,2026-04-05 19:00:00,12.76,81.23,0.53,Moderate,0,Low,Average,10,Organic Compost,Evening,High,Average
FARM19821,Central USA,Rice,34.66,6.66,23.6,286.56,59.87,5.27,Sprinkler,Mixed,41.86,2024-01-10,2024-04-15,96.08,3846.37,SEN19821,2026-04-05 20:00:00,16.33,86.15,0.74,Mild,0,Low,Average,20,Organic Compost,Evening,High,Good
FARM19822,Central USA,Maize,32.67,6.07,15.6,247.53,48.16,8.39,,Mixed,22.5,2024-02-01,2024-05-17,107.28,4214.95,SEN19822,2026-04-05 21:00:00,19.38,85.22,0.57,Severe,1,Low,Average,20,Bio-Fertilizer,Afternoon,High,Average
FARM19823,East Africa,Rice,20.14,7.34,28.16,59.24,58.33,7.4,,Inorganic,19.58,2024-01-05,2024-05-29,141.69,5609.32,SEN19823,2026-04-05 22:00:00,32.83,78.06,0.79,Moderate,1,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19824,Central USA,Cotton,4.93,6.08,20.3,181.94,43.98,7.31,Sprinkler,Inorganic,38.48,2024-03-07,2024-06-22,114.55,2031.52,SEN19824,2026-04-05 23:00:00,29.94,83.66,0.9,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM19825,South USA,Wheat,28.34,7.49,31.05,168.64,47.54,8.72,Drip,Organic,50.35,2024-01-06,2024-05-30,147.07,4292.85,SEN19825,2026-04-06 00:00:00,10.14,78.97,0.48,,1,Low,Poor,20,NPK,Evening,High,Average
FARM19826,South USA,Cotton,41.98,6.71,30.11,181.45,49.76,7.58,Manual,Inorganic,28.97,2024-02-10,2024-06-03,122.52,4179.36,SEN19826,2026-04-06 01:00:00,11.75,72.82,0.55,Mild,1,Low,Average,10,Organic Compost,Evening,High,Good
FARM19827,South USA,Soybean,38.23,7.04,32.52,210.68,83.71,6.79,,Inorganic,15.94,2024-02-06,2024-06-23,143.51,4349.79,SEN19827,2026-04-06 02:00:00,31.0,75.99,0.75,Severe,1,Medium,Average,10,Bio-Fertilizer,Evening,High,Good
FARM19828,Central USA,Maize,16.43,5.28,20.25,154.56,53.55,3.35,Sprinkler,Inorganic,27.65,2024-03-17,2024-07-11,119.37,2401.27,SEN19828,2026-04-06 03:00:00,19.02,71.83,0.7,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19829,Central USA,Soybean,31.38,6.3,17.93,272.61,70.47,9.17,Drip,Organic,44.81,2024-01-25,2024-06-04,129.41,2493.19,SEN19829,2026-04-06 04:00:00,19.93,84.15,0.82,Severe,1,Low,Average,20,Bio-Fertilizer,Afternoon,High,Average
FARM19830,South USA,Maize,21.56,6.35,22.98,283.95,83.19,2.3,,Mixed,19.68,2024-03-08,2024-06-16,103.59,2470.04,SEN19830,2026-04-06 05:00:00,16.23,80.79,0.77,,1,Low,Poor,20,Organic Compost,Evening,High,Average
FARM19831,South India,Cotton,45.9,7.47,18.58,175.03,80.09,9.24,Drip,Organic,20.33,2024-03-01,2024-07-20,144.11,2234.23,SEN19831,2026-04-06 06:00:00,21.49,82.07,0.36,Moderate,1,Low,Good,10,NPK,Afternoon,High,Average
FARM19832,Central USA,Rice,27.38,7.29,29.46,89.36,85.94,5.26,,Inorganic,29.15,2024-02-23,2024-06-28,129.95,4773.98,SEN19832,2026-04-06 07:00:00,21.57,77.31,0.64,Mild,0,Low,Poor,20,Organic Compost,Evening,High,Good
FARM19833,North India,Wheat,22.36,6.34,27.39,224.93,80.75,8.5,Sprinkler,Mixed,45.71,2024-03-17,2024-07-29,126.88,4720.51,SEN19833,2026-04-06 08:00:00,20.79,84.48,0.57,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19834,East Africa,Soybean,31.67,6.85,27.79,262.55,89.99,6.3,Manual,Organic,0.06,2024-01-15,2024-05-24,139.77,5214.52,SEN19834,2026-04-06 09:00:00,30.02,90.13,0.57,Moderate,1,Low,Average,20,Organic Compost,Evening,High,Good
FARM19835,North India,Wheat,19.91,7.52,17.15,239.56,79.78,4.36,Sprinkler,Organic,31.05,2024-01-20,2024-05-30,134.85,2782.93,SEN19835,2026-04-06 10:00:00,28.09,82.78,0.39,Severe,1,Low,Poor,30,Bio-Fertilizer,Afternoon,High,Average
FARM19836,North India,Cotton,11.45,7.91,31.68,130.29,72.9,5.84,Manual,Organic,29.54,2024-02-27,2024-06-10,110.26,5473.4,SEN19836,2026-04-06 11:00:00,27.67,77.07,0.63,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Good
FARM19837,East Africa,Maize,39.25,5.76,28.82,193.97,52.1,4.3,,Organic,35.35,2024-03-23,2024-07-16,117.42,1890.5,SEN19837,2026-04-06 12:00:00,32.32,83.85,0.36,Severe,0,Low,Average,10,Lime+Organic,Evening,High,Average
FARM19838,Central USA,Maize,35.24,6.38,14.04,258.86,53.85,7.19,,Mixed,20.92,2024-02-01,2024-05-17,108.94,3993.52,SEN19838,2026-04-06 13:00:00,19.07,85.16,0.53,Severe,1,Low,Average,10,Bio-Fertilizer,Afternoon,High,Average
FARM19839,South India,Maize,43.08,7.12,18.53,72.18,65.76,7.34,Manual,Organic,8.48,2024-03-04,2024-06-30,121.94,3304.33,SEN19839,2026-04-06 14:00:00,9.84,76.87,0.38,Mild,0,Low,Average,10,NPK,Afternoon,High,Average
FARM19840,South USA,Cotton,39.45,6.78,32.64,197.65,52.94,8.48,Manual,Inorganic,28.46,2024-02-10,2024-06-03,120.34,4209.22,SEN19840,2026-04-06 15:00:00,11.55,72.54,0.42,Mild,1,Medium,Average,10,NPK,Evening,High,Average
FARM19841,North India,Cotton,35.87,6.79,30.33,203.32,44.49,9.87,,Inorganic,17.7,2024-03-24,2024-08-02,136.69,3566.76,SEN19841,2026-04-06 16:00:00,15.39,71.49,0.69,Moderate,1,Low,Average,10,Organic Compost,Evening,High,Average
FARM19842,South India,Wheat,28.62,6.25,14.36,234.39,63.27,9.09,Drip,Organic,21.93,2024-03-16,2024-06-20,102.42,4888.14,SEN19842,2026-04-06 17:00:00,9.92,80.92,0.9,Severe,0,Low,Poor,20,Bio-Fertilizer,Afternoon,High,Good
FARM19843,East Africa,Rice,39.26,6.59,29.39,87.34,97.21,9.25,Drip,Inorganic,48.01,2024-02-28,2024-06-10,103.34,4181.73,SEN19843,2026-04-06 18:00:00,17.14,84.74,0.67,Mild,1,Low,Average,10,Organic Compost,Evening,High,Good
FARM19844,North India,Wheat,23.88,6.3,29.68,217.27,95.27,3.85,,Organic,48.47,2024-03-23,2024-06-27,90.36,5688.29,SEN19844,2026-04-06 19:00:00,31.36,80.8,0.42,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Good
FARM19845,South USA,Maize,27.51,5.67,23.9,82.51,83.95,6.67,Drip,Organic,37.76,2024-03-18,2024-06-24,92.54,3770.46,SEN19845,2026-04-06 20:00:00,20.83,73.6,0.65,Mild,0,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM19846,South USA,Cotton,24.67,6.78,28.63,156.13,67.1,6.9,Manual,Inorganic,13.33,2024-03-05,2024-06-11,93.96,2206.81,SEN19846,2026-04-06 21:00:00,10.47,84.52,0.57,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19847,East Africa,Cotton,21.98,6.99,18.75,119.65,40.45,7.96,Manual,Mixed,27.43,2024-03-28,2024-06-28,96.35,6035.28,SEN19847,2026-04-06 22:00:00,29.62,71.05,0.79,Moderate,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
FARM19848,North India,Maize,3.29,7.45,24.9,52.67,68.02,7.84,Manual,Inorganic,28.41,2024-03-04,2024-06-26,107.49,5598.24,SEN19848,2026-04-06 23:00:00,16.26,84.16,0.24,Mild,1,Low,Poor,30,NPK,Evening,High,Average
FARM19849,South USA,Rice,21.89,6.79,25.19,95.66,44.32,9.16,,Mixed,33.77,2024-02-19,2024-05-28,108.58,2999.87,SEN19849,2026-04-07 00:00:00,16.32,75.2,0.21,Severe,1,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19850,North India,Soybean,44.74,5.36,17.11,267.31,90.96,3.8,Manual,Inorganic,33.06,2024-02-21,2024-05-26,104.47,5448.4,SEN19850,2026-04-07 01:00:00,31.23,77.37,0.48,Severe,0,Low,Average,10,Lime+Organic,Afternoon,High,Good
FARM19851,East Africa,Wheat,35.9,6.41,19.06,70.46,41.93,5.73,Sprinkler,Inorganic,7.04,2024-01-27,2024-05-24,110.12,5587.86,SEN19851,2026-04-07 02:00:00,20.28,77.99,0.48,Severe,0,Low,Average,10,Bio-Fertilizer,Afternoon,High,Good
FARM19852,South USA,Rice,18.98,5.75,14.93,61.33,80.46,6.61,,Inorganic,44.93,2024-01-14,2024-04-24,101.77,2897.75,SEN19852,2026-04-07 03:00:00,19.01,76.24,0.42,,1,Low,Poor,30,Lime+Organic,Afternoon,High,Average
FARM19853,East Africa,Rice,39.28,6.65,30.84,126.4,60.91,8.74,Manual,Organic,29.34,2024-02-26,2024-06-13,103.98,2659.23,SEN19853,2026-04-07 04:00:00,19.02,77.64,0.6,Mild,1,Low,Average,10,Organic Compost,Evening,High,Average
FARM19854,Central USA,Cotton,45.46,7.62,35.25,284.85,68.65,9.8,,Inorganic,39.81,2024-03-16,2024-08-10,143.55,2031.71,SEN19854,2026-04-07 05:00:00,13.3,70.39,0.74,Mild,0,Medium,Good,10,Organic Compost,Early Morning,High,Average
FARM19855,Central USA,Soybean,28.65,6.57,28.35,168.78,72.13,5.56,Manual,Mixed,27.65,2024-03-09,2024-07-11,120.39,3410.94,SEN19855,2026-04-07 06:00:00,23.66,69.94,0.74,Severe,0,Low,Poor,20,Bio-Fertilizer,Evening,High,Average
FARM19856,Central USA,Maize,35.47,6.33,21.87,208.1,56.12,8.11,Drip,Organic,31.19,2024-02-02,2024-05-02,82.1,3050.49,SEN19856,2026-04-07 07:00:00,26.03,75.64,0.75,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Average
FARM19857,South India,Cotton,29.01,7.49,22.34,230.32,36.67,5.1,Sprinkler,Organic,39.0,2024-02-10,2024-05-20,103.09,3600.3,SEN19857,2026-04-07 08:00:00,33.03,88.26,0.79,,0,Low,Poor,20,Organic Compost,Evening,High,Average
FARM19858,Central USA,Maize,45.53,5.87,26.19,254.68,43.84,7.51,Drip,Inorganic,40.74,2024-01-06,2024-05-27,141.92,5038.53,SEN19858,2026-04-07 09:00:00,13.04,77.16,0.77,Severe,0,Low,Good,10,Lime+Organic,Evening,High,Good
FARM19859,East Africa,Rice,33.72,6.08,27.7,290.11,36.76,7.04,,Inorganic,32.2,2024-02-19,2024-05-31,104.76,4319.16,SEN19859,2026-04-07 10:00:00,27.72,88.33,0.55,Moderate,0,Low,Average,20,Organic Compost,Evening,High,Average
FARM19860,North India,Soybean,45.0,7.27,16.52,221.66,69.76,8.31,,Organic,27.04,2024-02-25,2024-06-29,128.5,2609.96,SEN19860,2026-04-07 11:00:00,18.03,82.92,0.36,,0,Low,Average,10,NPK,Afternoon,High,Average
FARM19861,Central USA,Rice,13.81,7.2,25.16,52.64,47.03,7.03,,Inorganic,31.99,2024-03-05,2024-06-10,97.68,2953.29,SEN19861,2026-04-07 12:00:00,28.67,88.2,0.85,Mild,1,Low,Poor,30,Organic Compost,Evening,High,Average
FARM19862,Central USA,Cotton,9.94,5.32,25.94,176.66,76.32,6.22,Manual,Organic,48.31,2024-01-18,2024-06-04,128.28,3803.18,SEN19862,2026-04-07 13:00:00,29.19,77.42,0.84,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19863,South USA,Rice,34.54,6.31,16.99,219.02,63.17,5.57,Drip,Organic,38.63,2024-03-21,2024-08-08,145.68,5183.32,SEN19863,2026-04-07 14:00:00,24.1,72.69,0.62,Mild,0,Low,Average,20,Organic Compost,Afternoon,High,Good
FARM19864,South USA,Cotton,19.08,7.24,16.75,93.22,46.31,4.18,Drip,Inorganic,28.5,2024-01-04,2024-05-25,145.52,2405.55,SEN19864,2026-04-07 15:00:00,21.98,76.16,0.56,Severe,1,Low,Poor,30,Bio-Fertilizer,Afternoon,High,Average
FARM19865,South India,Cotton,40.14,5.98,20.46,249.85,37.36,7.43,Drip,Inorganic,28.61,2024-03-17,2024-06-23,98.45,5885.39,SEN19865,2026-04-07 16:00:00,22.91,71.22,0.84,Severe,0,Low,Average,10,Lime+Organic,Evening,High,Good
FARM19866,North India,Soybean,17.47,5.87,34.48,256.52,90.45,3.69,Sprinkler,Inorganic,43.87,2024-02-08,2024-06-24,139.84,6231.82,SEN19866,2026-04-07 17:00:00,21.49,85.31,0.58,Mild,1,Medium,Poor,30,Lime+Organic,Early Morning,High,Good
FARM19867,Central USA,Cotton,11.78,5.25,25.48,185.23,78.71,4.73,Manual,Organic,47.56,2024-01-18,2024-06-04,137.68,3486.22,SEN19867,2026-04-07 18:00:00,29.31,77.67,0.88,Moderate,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19868,South India,Wheat,34.6,6.49,16.19,211.92,71.2,6.67,Drip,Organic,24.87,2024-03-16,2024-06-20,104.5,4969.92,SEN19868,2026-04-07 19:00:00,10.04,81.02,0.93,Severe,0,Low,Average,20,Bio-Fertilizer,Afternoon,High,Good
FARM19869,Central USA,Wheat,41.84,6.27,20.5,184.28,72.74,5.8,Manual,Organic,46.08,2024-03-05,2024-07-21,136.81,5320.55,SEN19869,2026-04-07 20:00:00,32.75,75.78,0.66,Severe,0,Low,Average,10,Bio-Fertilizer,Evening,High,Good
FARM19870,South India,Rice,11.92,6.58,30.7,125.04,65.47,6.27,,Inorganic,8.19,2024-01-04,2024-04-25,109.68,3177.46,SEN19870,2026-04-07 21:00:00,20.21,76.31,0.57,Severe,1,Low,Poor,30,Bio-Fertilizer,Evening,High,Average
FARM19871,South India,Cotton,18.03,6.07,17.0,285.84,60.29,9.09,Manual,Organic,18.39,2024-01-04,2024-06-02,149.93,5436.48,SEN19871,2026-04-07 22:00:00,12.32,74.53,0.71,,1,Low,Poor,30,Organic Compost,Afternoon,High,Good
FARM19872,Central USA,Rice,24.52,5.5,15.4,98.5,40.84,7.02,,Organic,9.99,2024-02-27,2024-06-03,95.72,5869.56,SEN19872,2026-04-07 23:00:00,27.45,79.96,0.38,,1,Low,Poor,20,Lime+Organic,Afternoon,High,Good
FARM19873,South India,Soybean,11.88,5.63,29.05,163.74,83.97,6.2,Sprinkler,Mixed,13.93,2024-02-04,2024-05-22,111.61,5052.42,SEN19873,2026-04-08 00:00:00,22.04,83.56,0.39,Severe,1,Low,Poor,30,Lime+Organic,Evening,High,Average
FARM19874,South India,Cotton,26.31,6.41,15.65,156.53,58.79,7.61,Drip,Inorganic,35.09,2024-02-23,2024-07-21,152.56,5517.58,SEN19874,2026-04-08 01:00:00,33.8,76.61,0.34,,1,Low,Poor,20,NPK,Afternoon,High,Average
FARM19875,Central USA,Rice,45.67,6.09,22.56,245.77,90.13,6.17,Sprinkler,Mixed,26.46,2024-01-13,2024-05-06,121.53,4501.39,SEN19875,2026-04-08 02:00:00,23.07,89.58,0.79,,0,Low,Good,10,Organic Compost,Evening,High,Good
FARM19876,East Africa,Cotton,29.0,5.88,27.04,198.02,79.33,7.89,Manual,Mixed,32.92,2024-03-05,2024-06-23,105.59,2381.9,SEN19876,2026-04-08 03:00:00,12.72,77.51,0.36,Severe,1,Low,Poor,20,Lime+Organic,Evening,High,Average
FARM19877,North India,Maize,26.82,6.37,16.76,130.39,79.19,3.96,,Mixed,20.18,2024-02-01,2024-06-11,131.94,5809.03,SEN19877,2026-04-08 04:00:00,30.67,83.05,0.84,Mild,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
FARM19878,South USA,Cotton,21.81,6.36,23.55,222.43,88.04,7.28,Drip,Mixed,9.33,2024-03-11,2024-07-14,122.96,2065.09,SEN19878,2026-04-08 05:00:00,26.12,87.86,0.39,Moderate,1,Low,Poor,20,NPK,Evening,High,Average
FARM19879,South USA,Rice,26.87,7.36,19.82,100.33,81.9,9.43,,Organic,16.6,2024-03-05,2024-06-16,103.76,4668.75,SEN19879,2026-04-08 06:00:00,22.34,72.29,0.7,,1,Low,Poor,20,Organic Compost,Afternoon,High,Good
